 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      1740.0000    -5604.31947   -5531.85234      72.46713        3.17886   -5530.46983     399.84488
      1750.0000    -5602.26436   -5531.79307      70.47128        3.16684   -5531.98571     395.83300
      1760.0000    -5602.40307   -5527.72272      74.68035        3.16692   -5531.97476     396.19548
      1770.0000    -5603.05090   -5528.31167      74.73923        3.19116   -5528.91955     404.12703
      1780.0000    -5601.32883   -5527.13099      74.19784        3.19522   -5528.40779     405.01292
      1790.0000    -5601.74714   -5528.29405      73.45308        3.20318   -5527.40439     407.67628
      1800.0000    -5606.80991   -5533.52929      73.28062        3.18531   -5529.65746     401.30382
      1810.0000    -5601.91723   -5527.18194      74.73528        3.16884   -5531.73353     395.60356
      1820.0000    -5601.12996   -5528.90034      72.22962        3.20227   -5527.52029     407.52934
      1830.0000    -5601.38723   -5526.28304      75.10419        3.19582   -5528.33299     404.66746
      1840.0000    -5601.21962   -5525.89276      75.32686        3.19595   -5528.31688     404.27068
      1850.0000    -5603.05392   -5531.42938      71.62454        3.19176   -5528.84484     403.73457
      1860.0000    -5604.81013   -5531.11142      73.69871        3.16160   -5532.64575     393.24350
      1870.0000    -5604.00020   -5530.37907      73.62113        3.17046   -5531.52867     396.11576
      1880.0000    -5605.47846   -5534.28362      71.19485        3.16367   -5532.38536     394.81021
      1890.0000    -5602.50478   -5532.24655      70.25822        3.16373   -5532.37698     395.00768
      1900.0000    -5605.28292   -5534.67142      70.61150        3.15589   -5533.36532     392.46051
      1910.0000    -5604.03645   -5530.04852      73.98792        3.14814   -5534.34238     389.94725
      1920.0000    -5605.11308   -5532.45260      72.66048        3.18576   -5529.60089     402.11402
      1930.0000    -5602.48115   -5527.97387      74.50728        3.19048   -5529.00617     403.12923
      1940.0000    -5602.02623   -5528.60527      73.42097        3.18303   -5529.94477     400.42806
      1950.0000    -5603.88608   -5531.29640      72.58968        3.18599   -5529.57193     401.54291
      1960.0000    -5603.20888   -5529.64715      73.56172        3.18911   -5529.17900     402.95054
      1970.0000    -5606.78304   -5536.05716      70.72589        3.17319   -5531.18430     397.16723
      1980.0000    -5601.87045   -5528.39308      73.47737        3.16383   -5532.36415     394.69912
      1990.0000    -5602.43939   -5531.08500      71.35439        3.19085   -5528.95898     402.81908
      2000.0000    -5603.74125   -5531.47511      72.26614        3.17553   -5530.89012     397.95325
      2010.0000    -5591.02922   -5511.22657      79.80265        3.26801   -5519.23373     427.68965
      2020.0000    -5592.11514   -5510.72372      81.39142        3.33231   -5511.12926     446.81806
      2030.0000    -5593.02794   -5513.45911      79.56883        3.32636   -5511.87946     445.96905
      2040.0000    -5595.26882   -5514.30431      80.96450        3.29529   -5515.79611     437.67095
      2050.0000    -5594.17819   -5514.68573      79.49246        3.33032   -5511.38066     449.28754
      2060.0000    -5595.17863   -5512.44121      82.73742        3.31444   -5513.38234     443.26103
      2070.0000    -5591.56887   -5507.62769      83.94118        3.33614   -5510.64689     450.40435
      2080.0000    -5587.26818   -5504.11114      83.15705        3.37182   -5506.15007     460.86081
      2090.0000    -5592.06802   -5509.89968      82.16834        3.35957   -5507.69441     456.55245
      2100.0000    -5592.13818   -5511.11230      81.02588        3.33929   -5510.24966     449.56244
      2110.0000    -5591.14061   -5509.94674      81.19386        3.33966   -5510.20269     450.13807
      2120.0000    -5590.75100   -5505.44672      85.30428        3.35465   -5508.31450     454.31782
      2130.0000    -5590.06351   -5507.38086      82.68264        3.36083   -5507.53493     457.10154
      2140.0000    -5594.94180   -5513.33020      81.61160        3.33044   -5511.36518     448.34303
      2150.0000    -5588.78113   -5506.97678      81.80436        3.34458   -5509.58347     453.14270
      2160.0000    -5591.31961   -5508.87314      82.44647        3.35671   -5508.05481     457.24110
      2170.0000    -5588.78248   -5506.49646      82.28601        3.34919   -5509.00182     454.26279
      2180.0000    -5596.30485   -5514.19673      82.10812        3.33910   -5510.27326     451.52185
      2190.0000    -5594.94857   -5511.04912      83.89945        3.32552   -5511.98481     447.61688
      2200.0000    -5593.92106   -5510.85728      83.06379        3.33356   -5510.97257     449.52688
      2210.0000    -5594.55942   -5513.08970      81.46972        3.31627   -5513.15131     444.07533
      2220.0000    -5595.67558   -5515.49849      80.17709        3.31195   -5513.69547     442.91569
      2230.0000    -5592.78670   -5510.12081      82.66589        3.31678   -5513.08745     444.97442
      2240.0000    -5594.67919   -5515.28644      79.39275        3.32827   -5511.63848     447.96796
      2250.0000    -5593.16498   -5509.22119      83.94379        3.32933   -5511.50518     449.24475
      2260.0000    -5595.42245   -5514.05773      81.36471        3.34684   -5509.29844     454.60986
      2270.0000    -5591.08038   -5509.80189      81.27849        3.32436   -5512.13216     447.33102
      2280.0000    -5595.91192   -5515.59506      80.31686        3.33159   -5511.22058     448.65132
      2290.0000    -5593.06266   -5508.61588      84.44678        3.35423   -5508.36630     457.07208
      2300.0000    -5594.40817   -5513.61823      80.78994        3.32969   -5511.46015     450.56068
      2310.0000    -5595.24661   -5512.74544      82.50117        3.32175   -5512.46065     447.89564
      2320.0000    -5593.24518   -5509.90244      83.34274        3.33292   -5511.05333     450.83058
      2330.0000    -5595.52111   -5512.18482      83.33628        3.32461   -5512.09951     448.77885
      2340.0000    -5594.56233   -5514.28433      80.27800        3.28713   -5516.82415     437.30917
      2350.0000    -5591.81664   -5510.38993      81.42671        3.33233   -5511.12653     451.28857
      2360.0000    -5596.02284   -5511.74309      84.27975        3.33174   -5511.20208     451.21086
      2370.0000    -5596.42123   -5516.58029      79.84094        3.31532   -5513.27061     445.80885
      2380.0000    -5593.93213   -5510.79749      83.13464        3.32648   -5511.86400     449.66272
      2390.0000    -5597.60989   -5518.12680      79.48309        3.31989   -5512.69497     447.53227
      2400.0000    -5597.00602   -5513.02867      83.97735        3.31184   -5513.70943     445.27934
      2410.0000    -5591.88809   -5511.56824      80.31985        3.32153   -5512.48784     448.36235
      2420.0000    -5594.43563   -5513.63285      80.80278        3.31648   -5513.12468     446.99836
      2430.0000    -5594.27864   -5512.97052      81.30812        3.32693   -5511.80812     450.12012
      2440.0000    -5593.97865   -5511.38239      82.59625        3.31513   -5513.29507     446.38556
      2450.0000    -5592.32852   -5510.87135      81.45718        3.33669   -5510.57708     452.69877
      2460.0000    -5595.84853   -5514.08665      81.76188        3.32745   -5511.74189     450.08578
      2470.0000    -5597.33445   -5516.41540      80.91905        3.31603   -5513.18178     446.54308
      2480.0000    -5595.90031   -5513.07952      82.82079        3.31844   -5512.87724     446.98923
      2490.0000    -5589.42045   -5509.93403      79.48642        3.35201   -5508.64606     457.93006
      2500.0000    -5593.26653   -5509.55252      83.71401        3.33502   -5510.78839     450.45145
      2510.0000    -5593.01865   -5508.26995      84.74870        3.34288   -5509.79734     452.75581
      2520.0000    -5591.77468   -5509.34863      82.42605        3.35947   -5507.70687     458.69984
      2530.0000    -5593.11993   -5513.04509      80.07484        3.30840   -5514.14269     442.88794
      2540.0000    -5593.48420   -5506.90014      86.58406        3.35927   -5507.73191     460.73675
      2550.0000    -5591.33935   -5506.83992      84.49943        3.34579   -5509.43072     456.44183
      2560.0000    -5591.51429   -5508.98266      82.53163        3.35970   -5507.67711     460.03727
      2570.0000    -5591.95908   -5509.58665      82.37243        3.34068   -5510.07455     454.94781
      2580.0000    -5592.87144   -5509.28033      83.59111        3.33752   -5510.47271     454.55465
      2590.0000    -5595.62517   -5512.82235      82.80282        3.31638   -5513.13749     447.79550
      2600.0000    -5596.52289   -5513.08606      83.43683        3.31780   -5512.95829     448.38464
      2610.0000    -5593.49324   -5510.83321      82.66003        3.32820   -5511.64817     451.59439
      2620.0000    -5596.30748   -5514.66602      81.64146        3.32944   -5511.49091     450.75185
      2630.0000    -5593.42237   -5512.18190      81.24046        3.29687   -5515.59655     440.78485
      2640.0000    -5596.58388   -5511.50559      85.07829        3.33050   -5511.35742     451.37926
      2650.0000    -5594.20596   -5510.24914      83.95682        3.33484   -5510.81053     452.54826
      2660.0000    -5591.36047   -5507.77907      83.58140        3.32861   -5511.59542     450.25500
      2670.0000    -5593.64777   -5514.07955      79.56822        3.33786   -5510.42997     454.08414
      2680.0000    -5596.06343   -5514.69814      81.36530        3.29186   -5516.22835     438.93185
      2690.0000    -5594.00967   -5510.62390      83.38577        3.33058   -5511.34816     451.18861
      2700.0000    -5593.53762   -5510.72067      82.81695        3.32943   -5511.49318     450.86314
      2710.0000    -5597.23814   -5513.76760      83.47053        3.32289   -5512.31727     449.30625
      2720.0000    -5595.85703   -5513.48242      82.37462        3.32113   -5512.53907     448.73320
