 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      1700.0000    -4599.28992   -4430.77705     168.51287        6.83159   -4434.07905     899.10216
      1710.0000    -4602.05564   -4438.79535     163.26029        6.82651   -4434.71990     898.83426
      1720.0000    -4599.71689   -4431.74107     167.97581        6.85000   -4431.75852     901.17516
      1730.0000    -4606.00854   -4441.32875     164.67978        6.82461   -4434.95975     894.82882
      1740.0000    -4603.90582   -4440.95276     162.95306        6.79555   -4438.62226     888.87206
      1750.0000    -4593.33227   -4430.80613     162.52614        6.80533   -4437.38957     889.91834
      1760.0000    -4591.70453   -4430.99368     160.71086        6.83456   -4433.70485     892.60042
      1770.0000    -4602.67811   -4436.06764     166.61048        6.84912   -4431.86944     904.54192
      1780.0000    -4604.61207   -4431.95874     172.65333        6.83408   -4433.76605     899.96667
      1790.0000    -4589.49286   -4420.65252     168.84034        6.88243   -4427.67173     912.45986
      1800.0000    -4600.53908   -4434.95640     165.58267        6.87182   -4429.00907     907.86811
      1810.0000    -4605.23493   -4435.10777     170.12716        6.81284   -4436.44272     896.27775
      1820.0000    -4600.61468   -4433.34666     167.26802        6.78976   -4439.35208     890.38862
      1830.0000    -4599.84537   -4436.72465     163.12073        6.79738   -4438.39143     886.65973
      1840.0000    -4603.48016   -4437.74222     165.73794        6.79936   -4438.14142     895.97060
      1850.0000    -4599.86865   -4431.53251     168.33614        6.88003   -4427.97378     906.12936
      1860.0000    -4594.96815   -4436.01351     158.95464        6.84827   -4431.97690     900.62499
      1870.0000    -4603.33458   -4440.44882     162.88576        6.81362   -4436.34447     888.07785
      1880.0000    -4598.37463   -4437.77066     160.60397        6.79967   -4438.10293     887.62976
      1890.0000    -4598.29515   -4437.52964     160.76551        6.82484   -4434.92971     894.62112
      1900.0000    -4595.51330   -4433.04177     162.47153        6.80338   -4437.63491     895.67402
      1910.0000    -4605.16472   -4437.81378     167.35095        6.80984   -4436.82078     894.25833
      1920.0000    -4596.96323   -4434.14146     162.82177        6.82010   -4435.52739     895.58653
      1930.0000    -4594.14611   -4428.19154     165.95456        6.84052   -4432.95357     904.17038
      1940.0000    -4598.65930   -4439.21801     159.44129        6.83043   -4434.22544     899.47971
      1950.0000    -4591.10365   -4425.33401     165.76964        6.83552   -4433.58406     893.36634
      1960.0000    -4590.39281   -4422.73734     167.65547        6.93005   -4421.66919     920.79560
      1970.0000    -4602.81807   -4443.94385     158.87422        6.84867   -4431.92705     901.87936
      1980.0000    -4595.92826   -4433.62442     162.30383        6.79934   -4438.14408     889.73322
      1990.0000    -4605.59516   -4443.14591     162.44925        6.80102   -4437.93294     891.21922
      2000.0000    -4603.34824   -4438.12665     165.22160        6.79761   -4438.36195     888.75766
      2010.0000    -4613.93809   -4460.75375     153.18434        6.70141   -4450.48671     869.02331
      2020.0000    -4611.84875   -4457.97991     153.86884        6.62320   -4460.34519     844.69087
      2030.0000    -4616.40438   -4464.02915     152.37523        6.61663   -4461.17286     847.39134
      2040.0000    -4622.98117   -4468.04948     154.93168        6.60627   -4462.47920     851.09078
      2050.0000    -4611.55777   -4456.29336     155.26440        6.63248   -4459.17541     854.69492
      2060.0000    -4617.85596   -4459.98646     157.86950        6.65011   -4456.95308     855.10544
      2070.0000    -4607.07313   -4449.43824     157.63489        6.65794   -4455.96585     856.15345
      2080.0000    -4615.38317   -4452.91371     162.46946        6.65430   -4456.42538     853.18224
      2090.0000    -4613.29942   -4456.16304     157.13639        6.69496   -4451.30062     867.91442
      2100.0000    -4616.92822   -4458.47819     158.45002        6.66549   -4455.01490     861.08427
      2110.0000    -4614.90942   -4458.72764     156.18178        6.64393   -4457.73204     851.94583
      2120.0000    -4608.35895   -4444.75150     163.60745        6.64276   -4457.87893     854.65130
      2130.0000    -4610.62889   -4445.78113     164.84776        6.72190   -4447.90434     876.35816
      2140.0000    -4616.45021   -4466.32370     150.12651        6.64288   -4457.86410     854.83171
      2150.0000    -4621.52192   -4463.83846     157.68346        6.62800   -4459.73926     849.38023
      2160.0000    -4622.68621   -4462.36767     160.31855        6.57452   -4466.48079     840.55898
      2170.0000    -4614.42361   -4457.07821     157.34541        6.63828   -4458.44396     856.98322
      2180.0000    -4618.93702   -4467.56088     151.37615        6.60285   -4462.90961     839.68373
      2190.0000    -4614.92239   -4457.06627     157.85612        6.61340   -4461.58039     846.95987
      2200.0000    -4619.79416   -4462.53532     157.25883        6.63117   -4459.34032     850.41363
      2210.0000    -4616.05566   -4462.52345     153.53221        6.59227   -4464.24348     841.71513
      2220.0000    -4616.49846   -4463.08448     153.41399        6.60773   -4462.29411     846.25720
      2230.0000    -4610.18939   -4456.44267     153.74672        6.60443   -4462.71002     842.05535
      2240.0000    -4621.37932   -4465.65149     155.72783        6.64859   -4457.14444     855.08876
      2250.0000    -4619.87200   -4462.61817     157.25382        6.59936   -4463.34945     839.73637
      2260.0000    -4621.58082   -4464.61964     156.96118        6.60454   -4462.69709     843.70754
      2270.0000    -4613.84078   -4452.45748     161.38330        6.62222   -4460.46782     848.61497
      2280.0000    -4616.56816   -4461.77413     154.79403        6.67405   -4453.93531     859.36615
      2290.0000    -4607.98675   -4453.03879     154.94796        6.68344   -4452.75269     859.06519
      2300.0000    -4609.95469   -4454.25611     155.69858        6.66628   -4454.91538     855.30117
      2310.0000    -4620.99909   -4465.05633     155.94276        6.61494   -4461.38576     856.41533
      2320.0000    -4609.93817   -4447.48057     162.45760        6.64535   -4457.55340     868.76505
      2330.0000    -4627.98057   -4477.50623     150.47434        6.62024   -4460.71793     875.21508
