 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      1660.0000    -4068.22805   -3899.40714     168.82091        6.09798   -3898.93733     894.92262
      1670.0000    -4058.25800   -3894.63692     163.62108        6.14836   -3892.58652     908.86628
      1680.0000    -4046.11992   -3876.08716     170.03277        6.16352   -3890.67676     905.85266
      1690.0000    -4056.93434   -3894.50111     162.43323        6.21878   -3883.71129     922.58172
      1700.0000    -4061.72554   -3895.66863     166.05691        6.11754   -3896.47092     893.94958
      1710.0000    -4073.86038   -3901.18217     172.67821        6.10190   -3898.44245     892.53109
      1720.0000    -4067.56943   -3902.49028     165.07915        6.10790   -3897.68604     898.99682
      1730.0000    -4065.01992   -3902.57363     162.44629        6.05100   -3904.85771     879.85439
      1740.0000    -4065.72426   -3903.58259     162.14166        6.10720   -3897.77452     901.91934
      1750.0000    -4059.82712   -3899.65903     160.16809        6.10778   -3897.70165     896.09625
      1760.0000    -4062.91966   -3895.71067     167.20899        6.10695   -3897.80679     894.02081
      1770.0000    -4064.87830   -3899.28189     165.59642        6.10864   -3897.59374     894.36438
      1780.0000    -4052.46333   -3887.40300     165.06033        6.15471   -3891.78639     904.19515
      1790.0000    -4057.52689   -3890.74436     166.78254        6.20289   -3885.71420     920.83364
      1800.0000    -4066.82153   -3906.85666     159.96488        6.11994   -3896.16854     895.32874
      1810.0000    -4062.43478   -3894.73417     167.70061        6.05841   -3903.92481     886.82522
      1820.0000    -4057.30382   -3890.75270     166.55111        6.09927   -3898.77387     891.52612
      1830.0000    -4056.89447   -3893.51594     163.37853        6.13250   -3894.58568     904.08177
      1840.0000    -4060.07830   -3889.86799     170.21031        6.11335   -3896.99962     903.57822
      1850.0000    -4060.93783   -3896.59249     164.34534        6.13383   -3894.41810     906.03770
      1860.0000    -4061.63570   -3897.53822     164.09748        6.06486   -3903.11121     889.13292
      1870.0000    -4068.55130   -3902.73022     165.82108        6.10486   -3898.06911     901.62140
      1880.0000    -4064.07960   -3901.88923     162.19037        6.08048   -3901.14244     894.82256
      1890.0000    -4055.73134   -3890.80204     164.92930        6.12539   -3895.48153     906.23088
      1900.0000    -4059.74197   -3899.13096     160.61100        6.12952   -3894.96168     905.70131
      1910.0000    -4062.78372   -3901.68796     161.09576        6.09216   -3899.67074     894.39880
      1920.0000    -4063.22992   -3894.62989     168.60003        6.11767   -3896.45524     900.28520
      1930.0000    -4063.54436   -3894.98064     168.56371        6.11314   -3897.02611     894.24458
      1940.0000    -4064.42627   -3898.58624     165.84003        6.14279   -3893.28880     904.69052
      1950.0000    -4056.95566   -3892.15598     164.79968        6.13981   -3893.66512     906.42972
      1960.0000    -4058.34284   -3889.19283     169.15002        6.14844   -3892.57728     908.21169
      1970.0000    -4070.37351   -3905.15933     165.21418        6.13675   -3894.05084     903.27729
      1980.0000    -4058.34234   -3892.34104     166.00130        6.10382   -3898.20095     900.19562
      1990.0000    -4061.09071   -3899.72669     161.36402        6.14140   -3893.46457     906.43076
      2000.0000    -4064.72510   -3903.16227     161.56283        6.05893   -3903.85815     886.84204
      2010.0000    -4072.43480   -3919.13659     153.29820        6.00810   -3910.26583     873.55785
      2020.0000    -4082.13803   -3926.27421     155.86382        5.88522   -3925.75336     845.66858
      2030.0000    -4085.05382   -3934.70778     150.34604        5.84535   -3930.77752     839.02652
      2040.0000    -4085.54791   -3932.47093     153.07698        5.83166   -3932.50413     830.92272
      2050.0000    -4072.98769   -3919.85294     153.13476        5.90076   -3923.79377     850.89473
      2060.0000    -4076.41933   -3922.83142     153.58791        5.91650   -3921.81081     856.79028
      2070.0000    -4072.79405   -3915.60177     157.19228        5.92517   -3920.71768     862.78363
      2080.0000    -4077.74907   -3920.06404     157.68502        5.94356   -3918.40017     860.73941
      2090.0000    -4080.73424   -3926.76505     153.96919        5.89511   -3924.50603     848.07896
      2100.0000    -4080.69669   -3925.50280     155.19388        5.86980   -3927.69660     846.48589
      2110.0000    -4080.62298   -3925.47562     155.14736        5.89830   -3924.10405     851.30345
      2120.0000    -4064.14808   -3909.77868     154.36940        5.90686   -3923.02514     851.50303
      2130.0000    -4074.73667   -3915.29501     159.44166        5.95631   -3916.79244     862.73279
      2140.0000    -4084.82942   -3926.31163     158.51779        5.90273   -3923.54611     847.75064
      2150.0000    -4080.62909   -3923.11085     157.51824        5.89487   -3924.53619     847.67458
      2160.0000    -4081.89927   -3921.09792     160.80135        5.89566   -3924.43724     844.70252
      2170.0000    -4076.47616   -3918.85883     157.61732        5.91694   -3921.75529     854.66139
      2180.0000    -4078.82264   -3921.10307     157.71957        5.87809   -3926.65171     843.61529
      2190.0000    -4080.81273   -3923.79012     157.02261        5.90107   -3923.75503     849.14759
      2200.0000    -4084.75637   -3927.61847     157.13790        5.93694   -3919.23411     858.83678
      2210.0000    -4081.20543   -3928.25843     152.94699        5.82792   -3932.97501     833.30596
      2220.0000    -4085.45893   -3931.25564     154.20329        5.85506   -3929.55476     842.35952
      2230.0000    -4083.99597   -3930.86120     153.13477        5.83845   -3931.64795     847.19662
      2240.0000    -4085.90749   -3935.67283     150.23467        5.85086   -3930.08370     847.61083
      2250.0000    -4079.53818   -3926.10415     153.43403        5.83559   -3932.00855     840.82214
      2260.0000    -4084.05115   -3932.64347     151.40768        5.85267   -3929.85530     847.27137
      2270.0000    -4086.17033   -3928.32678     157.84355        5.87343   -3927.23910     842.60869
      2280.0000    -4089.81509   -3935.49858     154.31651        5.88408   -3925.89601     849.90975
      2290.0000    -4081.68048   -3929.28615     152.39433        5.90348   -3923.45196     862.20083
      2300.0000    -4086.08428   -3923.43295     162.65133        5.91610   -3921.86032     859.73541
      2310.0000    -4085.62914   -3927.97688     157.65226        5.86429   -3928.39110     847.13506
      2320.0000    -4084.43890   -3926.67462     157.76429        5.87615   -3926.89561     850.70276
      2330.0000    -4086.85062   -3926.30835     160.54227        5.87834   -3926.61985     850.31435
