 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      3010.0000    -4771.34545   -4683.87027      87.47519        4.74536   -4689.51572     475.92046
      3020.0000    -4774.48610   -4679.86870      94.61739        4.82981   -4678.87090     501.95807
      3030.0000    -4771.07821   -4678.11009      92.96812        4.81913   -4680.21798     498.83717
      3040.0000    -4771.54328   -4681.13514      90.40814        4.83736   -4677.91956     504.38556
      3050.0000    -4767.88698   -4672.50497      95.38201        4.82575   -4679.38355     500.92481
      3060.0000    -4770.20608   -4679.01564      91.19044        4.85129   -4676.16403     508.98318
      3070.0000    -4771.84708   -4682.21036      89.63673        4.82240   -4679.80565     499.78848
      3080.0000    -4772.65455   -4681.36490      91.28965        4.79174   -4683.66996     490.36990
      3090.0000    -4772.85639   -4680.78590      92.07049        4.81476   -4680.76836     497.18035
      3100.0000    -4769.20605   -4678.34868      90.85737        4.83466   -4678.26000     503.87553
      3110.0000    -4768.90130   -4676.91897      91.98233        4.83234   -4678.55282     503.23645
      3120.0000    -4772.13404   -4678.42562      93.70842        4.82765   -4679.14378     501.52969
      3130.0000    -4770.21159   -4682.09808      88.11351        4.81500   -4680.73831     497.48467
      3140.0000    -4774.07005   -4684.43483      89.63523        4.80120   -4682.47693     493.06941
      3150.0000    -4771.08909   -4683.15314      87.93595        4.80610   -4681.85928     494.80144
      3160.0000    -4768.47633   -4675.99132      92.48500        4.83603   -4678.08709     504.19321
      3170.0000    -4769.12875   -4676.21570      92.91305        4.83860   -4677.76308     505.02879
      3180.0000    -4771.50200   -4684.03023      87.47177        4.83712   -4677.95059     504.42643
      3190.0000    -4771.01170   -4683.02137      87.99034        4.80744   -4681.69074     495.19476
      3200.0000    -4771.25159   -4680.89768      90.35390        4.82296   -4679.73431     500.06640
